MIT1002-mutant-library,MIT1002-used-for-model,ATCC27126_new,ATCC27126_old,HOT1A3_new,HOT1A3_old
MIT1002_04119,TK37_RS04930,MASE_RS19725,MASE_19765,ACZ81_RS19870,ACZ81_19865
MIT1002_04120,TK37_RS04925,MASE_RS19730,MASE_19770,ACZ81_RS19875,ACZ81_19870
MIT1002_04121,TK37_RS04920,MASE_RS19735,MASE_19775,ACZ81_RS19880,ACZ81_19875
MIT1002_04122,TK37_RS04915,MASE_RS19740,MASE_19780,ACZ81_RS19885,ACZ81_19880
MIT1002_04123,TK37_RS04910,MASE_RS19745,MASE_19785,ACZ81_RS19890,ACZ81_19885
MIT1002_04124,TK37_RS04905,MASE_RS19750,MASE_19790,ACZ81_RS19895,ACZ81_19890
MIT1002_04125,TK37_RS04900,MASE_RS19755,MASE_19795,ACZ81_RS19905,ACZ81_19900
MIT1002_04126,TK37_RS04895,MASE_RS19760,MASE_19800,ACZ81_RS19910,ACZ81_19905
MIT1002_04127,TK37_RS04890,MASE_RS19765,MASE_19805,ACZ81_RS19915,ACZ81_19910
MIT1002_04128,TK37_RS04885,MASE_RS19770,MASE_19810,ACZ81_RS19920,ACZ81_19915
MIT1002_04129,TK37_RS04880,MASE_RS19775,MASE_19815,ACZ81_RS19925,ACZ81_19920
MIT1002_04130,TK37_RS04875,MASE_RS19780,MASE_19820,ACZ81_RS19930,ACZ81_19925
MIT1002_04132,TK37_RS04870,MASE_RS19785,MASE_19830,ACZ81_RS19935,ACZ81_19930
MIT1002_04133,TK37_RS04865,MASE_RS19790,MASE_19835,ACZ81_RS19940,ACZ81_19935
MIT1002_00083,TK37_RS10860,MASE_RS20130,,ACZ81_RS00425,ACZ81_00425
MIT1002_00152,TK37_RS08615,MASE_RS00720,,ACZ81_RS00800,ACZ81_00800
MIT1002_00466,TK37_RS14350,MASE_RS01790,,ACZ81_RS02035,ACZ81_02045
MIT1002_00515,TK37_RS14385,MASE_RS02030,,ACZ81_RS02280,ACZ81_02290
MIT1002_00548,TK37_RS14550,MASE_RS02195,MASE_02195,ACZ81_RS21440,
MIT1002_00573,TK37_RS15250,MASE_RS20375,,ACZ81_RS02640,ACZ81_02650
MIT1002_00669,TK37_RS21455,MASE_RS20030,MASE_02625,ACZ81_RS21280,
MIT1002_00718,TK37_RS08210,MASE_RS02840,,ACZ81_RS03185,ACZ81_03195
MIT1002_00764,TK37_RS08430,MASE_RS03065,,ACZ81_RS03405,ACZ81_03415
MIT1002_00786,TK37_RS03675,MASE_RS03175,,ACZ81_RS03520,ACZ81_03530
MIT1002_00947,TK37_RS02475,MASE_RS04055,,ACZ81_RS04555,ACZ81_04560
MIT1002_01030,TK37_RS21775,MASE_RS20380,MASE_04565,ACZ81_RS21730,
MIT1002_01038,TK37_RS02920,MASE_RS04600,,ACZ81_RS04990,ACZ81_04995
MIT1002_01099,,MASE_RS04875,MASE_04915,ACZ81_RS05240,ACZ81_05245
MIT1002_01106,TK37_RS12845,MASE_RS04910,,ACZ81_RS05275,ACZ81_05280
MIT1002_01203,TK37_RS01310,MASE_RS05380,MASE_05405,ACZ81_RS21480,
MIT1002_01226,TK37_RS21770,MASE_RS20385,MASE_05510,ACZ81_RS21735,
MIT1002_01236,TK37_RS01465,MASE_RS05535,,ACZ81_RS05900,ACZ81_05900
MIT1002_01268,,MASE_RS05675,MASE_05700,ACZ81_RS06060,ACZ81_06060
MIT1002_01272,TK37_RS01640,MASE_RS05695,,ACZ81_RS06085,ACZ81_06085
MIT1002_01288,TK37_RS01720,MASE_RS19890,MASE_05805,ACZ81_RS20790,
MIT1002_01289,TK37_RS21410,MASE_RS20040,MASE_05810,ACZ81_RS21305,
MIT1002_01410,TK37_RS07315,MASE_RS06375,MASE_06385,ACZ81_RS20800,
MIT1002_01431,TK37_RS07215,MASE_RS06475,,ACZ81_RS06920,ACZ81_06920
MIT1002_01461,TK37_RS07070,MASE_RS20220,,ACZ81_RS07060,ACZ81_07060
MIT1002_01472,TK37_RS07015,MASE_RS06690,,ACZ81_RS07125,ACZ81_07125
MIT1002_01482,TK37_RS21440,MASE_RS20050,MASE_06770,ACZ81_RS21310,
MIT1002_01488,TK37_RS21480,MASE_RS20055,MASE_06795,ACZ81_RS21315,
MIT1002_01528,TK37_RS18880,MASE_RS20230,,ACZ81_RS07390,ACZ81_07390
MIT1002_01563,TK37_RS17475,MASE_RS07080,,ACZ81_RS07730,ACZ81_07730
MIT1002_01598,TK37_RS17785,MASE_RS07265,,ACZ81_RS07915,ACZ81_07915
MIT1002_01624,TK37_RS05355,MASE_RS07400,MASE_07420,ACZ81_RS13815,
MIT1002_01760,TK37_RS20780,MASE_RS08090,MASE_08085,ACZ81_RS20815,
MIT1002_01823,TK37_RS06480,MASE_RS08475,MASE_08465,ACZ81_RS21495,
MIT1002_01872,TK37_RS20995,MASE_RS19910,MASE_08710,ACZ81_RS20845,
MIT1002_01905,TK37_RS21470,MASE_RS20065,,ACZ81_RS21340,ACZ81_09550
MIT1002_01914,TK37_RS21475,MASE_RS20070,MASE_08935,ACZ81_RS21345,
MIT1002_02029,TK37_RS21780,MASE_RS20410,MASE_09610,ACZ81_RS21515,
MIT1002_02134,TK37_RS13690,MASE_RS09845,,ACZ81_RS10400,ACZ81_10390
MIT1002_02158,TK37_RS13805,MASE_RS09960,MASE_09950,ACZ81_RS21855,
MIT1002_02303,TK37_RS09425,MASE_RS10655,,ACZ81_RS11225,ACZ81_11215
MIT1002_02306,TK37_RS09410,MASE_RS10670,,ACZ81_RS11240,ACZ81_11230
MIT1002_02356,TK37_RS11260,MASE_RS19820,MASE_10905,ACZ81_RS11480,
MIT1002_02369,TK37_RS21465,MASE_RS20075,MASE_10990,ACZ81_RS21355,
MIT1002_02386,TK37_RS20875,MASE_RS19930,MASE_11085,ACZ81_RS20885,
MIT1002_02448,TK37_RS07705,MASE_RS20490,,ACZ81_RS11915,ACZ81_11905
MIT1002_02495,TK37_RS07470,MASE_RS11495,,ACZ81_RS12145,ACZ81_12135
MIT1002_02499,TK37_RS07450,MASE_RS19825,MASE_11545,ACZ81_RS12165,
MIT1002_02506,TK37_RS07415,MASE_RS11555,MASE_11585,ACZ81_RS20895,
MIT1002_02539,TK37_RS11895,MASE_RS11690,,ACZ81_RS12340,ACZ81_12330
MIT1002_02628,,MASE_RS12045,MASE_12080,ACZ81_RS12690,ACZ81_12680
MIT1002_02676,,MASE_RS12280,MASE_12295,ACZ81_RS12915,ACZ81_12905
MIT1002_02693,TK37_RS06030,MASE_RS12365,,ACZ81_RS13000,ACZ81_12990
MIT1002_02791,TK37_RS18540,MASE_RS12825,,ACZ81_RS13490,ACZ81_13480
MIT1002_02918,TK37_RS08850,MASE_RS13440,,ACZ81_RS14110,ACZ81_14100
MIT1002_02921,TK37_RS12230,MASE_RS13455,,ACZ81_RS14125,ACZ81_14115
MIT1002_02998,TK37_RS03485,MASE_RS13955,,ACZ81_RS14630,ACZ81_14625
MIT1002_03041,TK37_RS03270,MASE_RS14225,MASE_14270,ACZ81_RS21545,
MIT1002_03081,TK37_RS03070,MASE_RS14470,,ACZ81_RS15045,ACZ81_15040
MIT1002_03082,TK37_RS20730,MASE_RS19950,MASE_14525,ACZ81_RS20915,
MIT1002_03285,TK37_RS20685,MASE_RS20305,MASE_15500,ACZ81_RS15925,
MIT1002_03507,TK37_RS08000,MASE_RS16290,,ACZ81_RS16805,ACZ81_16800
MIT1002_03550,TK37_RS18285,MASE_RS20320,,ACZ81_RS17010,ACZ81_17005
MIT1002_03579,TK37_RS06560,MASE_RS16765,MASE_16770,ACZ81_RS17245,
MIT1002_03591,TK37_RS06615,MASE_RS16825,,ACZ81_RS17300,ACZ81_17300
MIT1002_03734,TK37_RS17140,MASE_RS17530,,ACZ81_RS18025,ACZ81_18025
MIT1002_03847,TK37_RS20690,MASE_RS19970,MASE_18100,ACZ81_RS18600,
MIT1002_03903,TK37_RS00525,MASE_RS20500,,ACZ81_RS18880,ACZ81_18875
MIT1002_04004,TK37_RS21405,MASE_RS20085,MASE_19065,ACZ81_RS21370,
MIT1002_04131,TK37_RS20760,MASE_RS19980,MASE_19825,ACZ81_RS21035,
MIT1002_04199,TK37_RS19315,MASE_RS19990,,ACZ81_RS10935,ACZ81_10925
MIT1002_00075,TK37_RS10820,,,ACZ81_RS00370,ACZ81_00370
MIT1002_00076,TK37_RS10825,,,ACZ81_RS00375,ACZ81_00375
MIT1002_00111,TK37_RS08815,,,ACZ81_RS00560,ACZ81_00560
MIT1002_00120,TK37_RS08770,,,ACZ81_RS20035,ACZ81_20035
MIT1002_00127,TK37_RS08740,MASE_RS00595,MASE_00590,,
MIT1002_00246,TK37_RS10620,,,ACZ81_RS21890,ACZ81_20390
MIT1002_00249,TK37_RS10605,,,ACZ81_RS20370,ACZ81_20380
MIT1002_00250,TK37_RS10600,,,ACZ81_RS20365,ACZ81_20375
MIT1002_00251,TK37_RS10595,,,ACZ81_RS20360,ACZ81_20370
MIT1002_00254,TK37_RS10580,,,ACZ81_RS20345,ACZ81_20350
MIT1002_00255,TK37_RS10575,,,ACZ81_RS20340,ACZ81_20345
MIT1002_00256,TK37_RS10570,,,ACZ81_RS20335,ACZ81_20340
MIT1002_00258,TK37_RS10560,,,ACZ81_RS20325,ACZ81_20330
MIT1002_00259,TK37_RS10555,,,ACZ81_RS20320,ACZ81_20325
MIT1002_00265,TK37_RS10540,,,ACZ81_RS20305,ACZ81_20310
MIT1002_00266,TK37_RS10535,,,ACZ81_RS20300,ACZ81_20305
MIT1002_00267,TK37_RS21370,,,ACZ81_RS21255,ACZ81_20300
MIT1002_00268,TK37_RS10525,,,ACZ81_RS20290,ACZ81_20295
MIT1002_00269,TK37_RS10520,,,ACZ81_RS20285,ACZ81_20290
MIT1002_00270,TK37_RS10515,,,ACZ81_RS20280,ACZ81_20285
MIT1002_00271,TK37_RS10510,,,ACZ81_RS20275,ACZ81_20280
MIT1002_00272,TK37_RS10505,,,ACZ81_RS20270,ACZ81_20275
MIT1002_00273,TK37_RS10500,,,ACZ81_RS20265,ACZ81_20270
MIT1002_00274,TK37_RS10495,,,ACZ81_RS20260,ACZ81_20265
MIT1002_00275,TK37_RS10490,,,ACZ81_RS20255,ACZ81_20260
MIT1002_00276,TK37_RS10485,,,ACZ81_RS20250,ACZ81_20255
MIT1002_00277,TK37_RS10480,,,ACZ81_RS20245,ACZ81_20250
MIT1002_00278,TK37_RS10475,,,ACZ81_RS20240,ACZ81_20245
MIT1002_00279,TK37_RS10470,,,ACZ81_RS20235,ACZ81_20240
MIT1002_00280,TK37_RS10465,,,ACZ81_RS20230,ACZ81_20235
MIT1002_00282,TK37_RS10455,,,ACZ81_RS20220,ACZ81_20220
MIT1002_00283,TK37_RS10450,,,ACZ81_RS20215,ACZ81_20215
MIT1002_00284,TK37_RS10445,,,ACZ81_RS20210,ACZ81_20210
MIT1002_00285,TK37_RS10440,,,ACZ81_RS20205,ACZ81_20205
MIT1002_00287,TK37_RS10430,,,ACZ81_RS20195,ACZ81_20195
MIT1002_00288,TK37_RS10425,,,ACZ81_RS20190,ACZ81_20190
MIT1002_00290,TK37_RS10415,,,ACZ81_RS20180,ACZ81_20180
MIT1002_00292,TK37_RS10405,,,ACZ81_RS20170,ACZ81_20170
MIT1002_00293,TK37_RS10400,,,ACZ81_RS01340,ACZ81_01350
MIT1002_00294,TK37_RS10395,,,ACZ81_RS01345,ACZ81_01355
MIT1002_00298,TK37_RS10375,MASE_RS18440,MASE_18450,,
MIT1002_00300,TK37_RS10365,,,ACZ81_RS20130,ACZ81_20125
MIT1002_00303,TK37_RS10350,MASE_RS19390,MASE_19425,,
MIT1002_00309,TK37_RS10325,,,ACZ81_RS01350,ACZ81_01360
MIT1002_00310,TK37_RS10320,,,ACZ81_RS01355,ACZ81_01365
MIT1002_00311,TK37_RS10315,,,ACZ81_RS01360,ACZ81_01370
MIT1002_00312,TK37_RS10310,,,ACZ81_RS01365,ACZ81_01375
MIT1002_00313,TK37_RS10305,,,ACZ81_RS01370,ACZ81_01380
MIT1002_00314,TK37_RS10300,,,ACZ81_RS01375,ACZ81_01385
MIT1002_00315,TK37_RS10295,,,ACZ81_RS01380,ACZ81_01390
MIT1002_00316,TK37_RS10290,,,ACZ81_RS01385,ACZ81_01395
MIT1002_00317,TK37_RS10285,,,ACZ81_RS01390,ACZ81_01400
MIT1002_00320,TK37_RS20415,,,ACZ81_RS20670,ACZ81_20670
MIT1002_00321,TK37_RS20410,,,ACZ81_RS20675,ACZ81_20675
MIT1002_00324,TK37_RS20350,,,ACZ81_RS20680,ACZ81_20680
MIT1002_00325,TK37_RS20345,,,ACZ81_RS20685,ACZ81_20685
MIT1002_00329,TK37_RS19480,,,ACZ81_RS20705,ACZ81_20705
MIT1002_00331,TK37_RS19490,,,ACZ81_RS20715,ACZ81_20715
MIT1002_00332,TK37_RS19495,,,ACZ81_RS20720,ACZ81_20720
MIT1002_00334,TK37_RS19505,,,ACZ81_RS20730,ACZ81_20730
MIT1002_00337,TK37_RS19520,,,ACZ81_RS19945,ACZ81_19945
MIT1002_00338,TK37_RS19525,,,ACZ81_RS19950,ACZ81_19950
MIT1002_00339,TK37_RS19530,,,ACZ81_RS19955,ACZ81_19955
MIT1002_00342,TK37_RS19540,,,ACZ81_RS19965,ACZ81_19965
MIT1002_00343,TK37_RS19545,,,ACZ81_RS19970,ACZ81_19970
MIT1002_00345,TK37_RS19555,MASE_RS01155,MASE_01155,,
MIT1002_00358,TK37_RS18360,,,ACZ81_RS21845,ACZ81_07610
MIT1002_00591,TK37_RS15345,MASE_RS03900,MASE_03945,,
MIT1002_00602,TK37_RS15405,,,ACZ81_RS04310,ACZ81_04315
MIT1002_00604,TK37_RS15415,,,ACZ81_RS04300,ACZ81_04305
MIT1002_00605,TK37_RS15420,,,ACZ81_RS04295,ACZ81_04300
MIT1002_00606,TK37_RS15425,,,ACZ81_RS04290,ACZ81_04295
MIT1002_00607,TK37_RS15430,,,ACZ81_RS04285,ACZ81_04290
MIT1002_00608,TK37_RS15435,,,ACZ81_RS04280,ACZ81_04285
MIT1002_00609,TK37_RS15440,,,ACZ81_RS04275,ACZ81_04280
MIT1002_00638,TK37_RS09765,MASE_RS02445,MASE_02450,,
MIT1002_00639,TK37_RS09760,MASE_RS02450,MASE_02455,,
MIT1002_00641,TK37_RS09750,MASE_RS02460,MASE_02470,,
MIT1002_00642,TK37_RS09745,MASE_RS02465,MASE_02475,,
MIT1002_00798,TK37_RS03740,,,ACZ81_RS03585,ACZ81_03595
MIT1002_00799,TK37_RS03745,,,ACZ81_RS03590,ACZ81_03600
MIT1002_00800,TK37_RS03750,,,ACZ81_RS03595,ACZ81_03605
MIT1002_00801,TK37_RS03755,,,ACZ81_RS03600,ACZ81_03610
MIT1002_00802,TK37_RS03760,,,ACZ81_RS03605,ACZ81_03615
MIT1002_00803,TK37_RS03765,,,ACZ81_RS03610,ACZ81_03620
MIT1002_00804,TK37_RS03770,,,ACZ81_RS03615,ACZ81_03625
MIT1002_00805,TK37_RS03775,,,ACZ81_RS03620,ACZ81_03630
MIT1002_00806,TK37_RS03780,,,ACZ81_RS03625,ACZ81_03635
MIT1002_00807,TK37_RS03785,,,ACZ81_RS03630,ACZ81_03640
MIT1002_00808,TK37_RS03790,,,ACZ81_RS03635,ACZ81_03645
MIT1002_00809,TK37_RS03795,,,ACZ81_RS03640,ACZ81_03650
MIT1002_00810,TK37_RS03800,,,ACZ81_RS03645,ACZ81_03655
MIT1002_00867,TK37_RS04075,,,ACZ81_RS03990,ACZ81_03995
MIT1002_00895,TK37_RS21945,MASE_RS20480,,ACZ81_RS21455,
MIT1002_00908,TK37_RS20535,,,ACZ81_RS06065,ACZ81_06065
MIT1002_00918,TK37_RS02335,,,ACZ81_RS04235,ACZ81_04240
MIT1002_00919,TK37_RS02340,,,ACZ81_RS04240,ACZ81_04245
MIT1002_00920,TK37_RS02345,,,ACZ81_RS04245,ACZ81_04250
MIT1002_00921,TK37_RS02350,,,ACZ81_RS04250,ACZ81_04255
MIT1002_01064,TK37_RS13045,MASE_RS04750,MASE_04790,,
MIT1002_01156,TK37_RS11460,MASE_RS05150,MASE_05180,,
MIT1002_01256,TK37_RS01560,,,ACZ81_RS05995,ACZ81_05995
MIT1002_01257,TK37_RS01565,,,ACZ81_RS06000,ACZ81_06000
MIT1002_01350,TK37_RS02030,,,ACZ81_RS06515,ACZ81_06515
MIT1002_01409,TK37_RS07320,,,ACZ81_RS06820,ACZ81_06820
MIT1002_01455,TK37_RS07095,MASE_RS06600,MASE_06620,,
MIT1002_01460,TK37_RS21340,MASE_RS20045,,ACZ81_RS21210,
MIT1002_01627,TK37_RS05370,MASE_RS02210,MASE_02210,,
MIT1002_01632,TK37_RS05395,MASE_RS19395,MASE_19430,,
MIT1002_01635,TK37_RS05415,MASE_RS04725,MASE_04765,,
MIT1002_01640,TK37_RS05440,,,ACZ81_RS08125,ACZ81_08125
MIT1002_01650,TK37_RS05490,MASE_RS07525,MASE_07540,,
MIT1002_01814,TK37_RS06440,,,ACZ81_RS09120,ACZ81_09110
MIT1002_01817,TK37_RS21330,MASE_RS20060,,ACZ81_RS21230,
MIT1002_02047,TK37_RS04590,MASE_RS09705,MASE_09705,,
MIT1002_02048,TK37_RS04595,MASE_RS09710,MASE_09710,,
MIT1002_02055,TK37_RS04630,MASE_RS18410,MASE_18420,,
MIT1002_02056,TK37_RS04635,MASE_RS18420,MASE_18430,,
MIT1002_02057,TK37_RS04640,,,ACZ81_RS20070,ACZ81_20070
MIT1002_02058,TK37_RS04645,,,ACZ81_RS20065,ACZ81_20065
MIT1002_02062,TK37_RS04665,MASE_RS09715,MASE_09715,,
MIT1002_02063,TK37_RS04670,MASE_RS09720,MASE_09720,,
MIT1002_02064,TK37_RS04675,MASE_RS09725,MASE_09725,,
MIT1002_02065,TK37_RS04680,MASE_RS09730,MASE_09730,,
MIT1002_02066,TK37_RS04685,MASE_RS09735,MASE_09735,,
MIT1002_02068,TK37_RS04695,MASE_RS09745,MASE_09745,,
MIT1002_02069,TK37_RS04700,MASE_RS09750,MASE_09750,,
MIT1002_02073,TK37_RS15865,MASE_RS09755,MASE_09755,,
MIT1002_02074,TK37_RS15860,MASE_RS09760,MASE_09760,,
MIT1002_02104,TK37_RS15715,,,ACZ81_RS21830,ACZ81_20480
MIT1002_02112,TK37_RS15680,,,ACZ81_RS17405,ACZ81_17405
MIT1002_02174,TK37_RS13890,,,ACZ81_RS10595,ACZ81_10585
MIT1002_02242,TK37_RS18770,,,ACZ81_RS10965,ACZ81_10955
MIT1002_02249,TK37_RS18740,MASE_RS10400,MASE_10390,,
MIT1002_02283,TK37_RS09525,,,ACZ81_RS11125,ACZ81_11115
MIT1002_02339,TK37_RS09245,MASE_RS10815,MASE_10825,,
MIT1002_02482,TK37_RS07535,,,ACZ81_RS06480,ACZ81_06480
MIT1002_02484,TK37_RS07525,,,ACZ81_RS19045,ACZ81_19040
MIT1002_02620,TK37_RS16205,,,ACZ81_RS10320,ACZ81_10310
MIT1002_02656,TK37_RS21810,MASE_RS20425,,ACZ81_RS21755,
MIT1002_02782,TK37_RS18495,,,ACZ81_RS13445,ACZ81_13435
MIT1002_02792,TK37_RS20530,,,ACZ81_RS18440,ACZ81_18440
MIT1002_02841,TK37_RS12550,,,ACZ81_RS13735,ACZ81_13725
MIT1002_02844,TK37_RS12535,,,ACZ81_RS13750,ACZ81_13740
MIT1002_02846,TK37_RS12525,,,ACZ81_RS13760,ACZ81_13750
MIT1002_02847,TK37_RS12520,,,ACZ81_RS13765,ACZ81_13755
MIT1002_02848,TK37_RS12515,,,ACZ81_RS13770,ACZ81_13760
MIT1002_02849,TK37_RS12510,,,ACZ81_RS13775,ACZ81_13765
MIT1002_02851,TK37_RS09175,,,ACZ81_RS13780,ACZ81_13770
MIT1002_02852,TK37_RS09170,,,ACZ81_RS13785,ACZ81_13775
MIT1002_02856,TK37_RS09150,,,ACZ81_RS13810,ACZ81_13800
MIT1002_02860,TK37_RS09130,,,ACZ81_RS13825,ACZ81_13815
MIT1002_02863,TK37_RS09115,,,ACZ81_RS13835,ACZ81_13825
MIT1002_02864,TK37_RS09110,,,ACZ81_RS13840,ACZ81_13830
MIT1002_02866,TK37_RS09100,,,ACZ81_RS13850,ACZ81_13840
MIT1002_02867,TK37_RS09095,,,ACZ81_RS13855,ACZ81_13845
MIT1002_02868,TK37_RS09090,,,ACZ81_RS13860,ACZ81_13850
MIT1002_02876,TK37_RS09050,,,ACZ81_RS13900,ACZ81_13890
MIT1002_02903,TK37_RS08920,MASE_RS20275,,ACZ81_RS21535,
MIT1002_02976,TK37_RS20565,MASE_RS16605,MASE_16610,,
MIT1002_03087,TK37_RS03045,MASE_RS14495,MASE_14550,,
MIT1002_03090,TK37_RS03030,MASE_RS14510,MASE_14565,,
MIT1002_03107,TK37_RS20495,,,ACZ81_RS15185,ACZ81_15180
MIT1002_03111,TK37_RS19585,,,ACZ81_RS15205,ACZ81_15200
MIT1002_03210,TK37_RS14045,MASE_RS18480,MASE_18490,,
MIT1002_03211,TK37_RS20680,MASE_RS18475,MASE_18485,,
MIT1002_03212,TK37_RS14055,MASE_RS18470,MASE_18480,,
MIT1002_03217,TK37_RS14080,,,ACZ81_RS01295,ACZ81_01305
MIT1002_03218,TK37_RS14085,,,ACZ81_RS01300,ACZ81_01310
MIT1002_03219,TK37_RS14090,,,ACZ81_RS01305,ACZ81_01315
MIT1002_03220,TK37_RS14095,,,ACZ81_RS01310,ACZ81_01320
MIT1002_03221,TK37_RS14100,,,ACZ81_RS01315,ACZ81_01325
MIT1002_03230,TK37_RS13580,,,ACZ81_RS20665,ACZ81_20665
MIT1002_03231,TK37_RS13575,,,ACZ81_RS20660,ACZ81_20660
MIT1002_03232,TK37_RS13570,,,ACZ81_RS20655,ACZ81_20655
MIT1002_03236,TK37_RS13550,,,ACZ81_RS15705,ACZ81_15700
MIT1002_03237,TK37_RS13545,,,ACZ81_RS15710,ACZ81_15705
MIT1002_03241,TK37_RS13530,,,ACZ81_RS20585,ACZ81_20585
MIT1002_03255,TK37_RS13445,,,ACZ81_RS15785,ACZ81_15780
MIT1002_03256,TK37_RS13440,,,ACZ81_RS15790,ACZ81_15785
MIT1002_03257,TK37_RS13435,,,ACZ81_RS15795,ACZ81_15790
MIT1002_03258,TK37_RS13430,,,ACZ81_RS15800,ACZ81_15795
MIT1002_03259,TK37_RS13425,,,ACZ81_RS15805,ACZ81_15800
MIT1002_03260,TK37_RS13420,,,ACZ81_RS15810,ACZ81_15805
MIT1002_03302,TK37_RS15185,MASE_RS04110,MASE_04155,,
MIT1002_03389,TK37_RS16500,,,ACZ81_RS12030,ACZ81_12020
MIT1002_03393,TK37_RS16520,,,ACZ81_RS07600,ACZ81_07600
MIT1002_03394,TK37_RS16525,,,ACZ81_RS07595,ACZ81_07595
MIT1002_03395,TK37_RS16530,,,ACZ81_RS07590,ACZ81_07590
MIT1002_03403,TK37_RS20605,,,ACZ81_RS17135,ACZ81_17130
MIT1002_03418,TK37_RS20490,,,ACZ81_RS08060,ACZ81_08060
MIT1002_03446,TK37_RS16800,MASE_RS15995,MASE_16030,,
MIT1002_03479,TK37_RS07860,,,ACZ81_RS16665,ACZ81_16660
MIT1002_03480,TK37_RS07865,,,ACZ81_RS16670,ACZ81_16665
MIT1002_03531,TK37_RS21345,MASE_RS20080,,ACZ81_RS21240,
MIT1002_03545,TK37_RS21075,,,ACZ81_RS20595,ACZ81_20595
MIT1002_03569,TK37_RS18195,,,ACZ81_RS17165,ACZ81_17160
MIT1002_03573,TK37_RS20510,,,ACZ81_RS20650,ACZ81_20650
MIT1002_03651,TK37_RS06900,MASE_RS17115,MASE_17135,,
MIT1002_03682,TK37_RS19465,,,ACZ81_RS17770,ACZ81_17770
MIT1002_03711,TK37_RS19035,,,ACZ81_RS17910,ACZ81_17910
MIT1002_03738,TK37_RS17160,,,ACZ81_RS18045,ACZ81_18045
MIT1002_03781,TK37_RS01130,MASE_RS17765,MASE_17770,,
MIT1002_03858,TK37_RS00750,,,ACZ81_RS18650,ACZ81_18645
MIT1002_04009,TK37_RS21080,MASE_RS07420,MASE_07435,,
MIT1002_04089,TK37_RS05080,,,ACZ81_RS00400,ACZ81_00400
MIT1002_04090,TK37_RS05075,,,ACZ81_RS00405,ACZ81_00405
MIT1002_04134,TK37_RS10150,,,ACZ81_RS20435,ACZ81_20445
MIT1002_04135,TK37_RS10145,,,ACZ81_RS20430,ACZ81_20440
MIT1002_04139,TK37_RS10130,,,ACZ81_RS20475,ACZ81_20485
MIT1002_04157,TK37_RS10050,,,ACZ81_RS20545,ACZ81_20555
MIT1002_04158,TK37_RS10045,,,ACZ81_RS20550,ACZ81_20560
MIT1002_04161,TK37_RS21365,,,ACZ81_RS20480,ACZ81_20490
MIT1002_04162,TK37_RS10025,,,ACZ81_RS20485,ACZ81_20495
MIT1002_04163,TK37_RS10020,,,ACZ81_RS20490,ACZ81_20500
MIT1002_04167,TK37_RS10010,,,ACZ81_RS20575,ACZ81_20575
MIT1002_04178,TK37_RS09960,,,ACZ81_RS20105,ACZ81_20100
MIT1002_04179,TK37_RS09955,,,ACZ81_RS20100,ACZ81_20095
MIT1002_04180,TK37_RS09950,,,ACZ81_RS10635,ACZ81_10625
MIT1002_04189,TK37_RS09910,,,ACZ81_RS02545,ACZ81_02555
MIT1002_04193,TK37_RS20400,,,ACZ81_RS10950,ACZ81_10940
MIT1002_04197,TK37_RS19310,,,ACZ81_RS02580,ACZ81_02590
MIT1002_04208,TK37_RS20505,,,ACZ81_RS20645,ACZ81_20645
MIT1002_04209,TK37_RS20500,,,ACZ81_RS12045,ACZ81_12035
MIT1002_04210,TK37_RS20635,,,ACZ81_RS20635,ACZ81_20635
MIT1002_04232,TK37_RS10160,,,ACZ81_RS20460,ACZ81_20470
MIT1002_04233,TK37_RS10155,,,ACZ81_RS20450,ACZ81_20460
MIT1002_00257,TK37_RS10565,,,ACZ81_RS21655,
MIT1002_00260,TK37_RS21790,,,ACZ81_RS21770,
MIT1002_00261,TK37_RS10550,,,ACZ81_RS21645,
MIT1002_00262,TK37_RS21460,,,ACZ81_RS21385,
MIT1002_00263,TK37_RS21590,,,ACZ81_RS21635,
MIT1002_00264,TK37_RS21585,,,ACZ81_RS21630,
MIT1002_00281,TK37_RS10460,,,ACZ81_RS21610,
MIT1002_00291,TK37_RS10410,,,ACZ81_RS21040,
MIT1002_00327,TK37_RS20335,,,ACZ81_RS21705,
MIT1002_00335,TK37_RS19510,,,ACZ81_RS21070,
MIT1002_00336,TK37_RS21495,,,ACZ81_RS21375,
MIT1002_00571,,,,ACZ81_RS19900,ACZ81_19895
MIT1002_00640,TK37_RS09755,MASE_RS02455,,,
MIT1002_00769,,,,ACZ81_RS18165,ACZ81_18165
MIT1002_00917,TK37_RS20710,,,ACZ81_RS20765,
MIT1002_01025,TK37_RS21420,,,ACZ81_RS21290,
MIT1002_01550,,,,ACZ81_RS17130,ACZ81_17125
MIT1002_02338,TK37_RS09250,MASE_RS19925,,,
MIT1002_02838,TK37_RS12565,,,ACZ81_RS13720,
MIT1002_02977,,MASE_RS16610,MASE_16615,,
MIT1002_03078,TK37_RS21095,,,ACZ81_RS21145,
MIT1002_03228,,,,ACZ81_RS15700,ACZ81_15695
MIT1002_03347,TK37_RS21030,,,ACZ81_RS20925,
MIT1002_03623,TK37_RS21435,,,ACZ81_RS21360,
MIT1002_04008,,,,ACZ81_RS08825,ACZ81_08825
MIT1002_04137,TK37_RS10140,,,ACZ81_RS07605,
MIT1002_04143,TK37_RS10115,,,ACZ81_RS21900,
MIT1002_04165,TK37_RS21785,,,ACZ81_RS21390,
MIT1002_04166,TK37_RS10015,,,ACZ81_RS20565,
